game,platform,year,genre,publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,global_sales,critic_score,critic_count,User_Score,User_Count,Rating,platformC
Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.05,75,42,7.4,32,E10+,Microsoft
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.88,0.77,0,0.27,2.93,78,7,4.3,702,M,Microsoft
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233,T,Microsoft
Guitar Hero: World Tour,X360,2008,Misc,Activision,1.78,0.63,0,0.25,2.66,85,67,6.3,172,T,Microsoft
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,82,68,7.5,123,T,Microsoft
Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2,92,55,8.1,220,T,Microsoft
Star Wars: Knights of the Old Republic,X,2003,Role-Playing,Activision,1.68,0.44,0,0.08,2.19,94,72,9.2,317,T,Microsoft
Call of Duty 2,X360,2005,Shooter,Activision,1.84,0.04,0.01,0.16,2.05,89,65,8.1,310,T,Microsoft
Destiny,X360,2014,Shooter,Activision,1.32,0.43,0,0.19,1.93,,,4.7,504,T,Microsoft
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.17,0.43,0,0.17,1.76,,,,,,Microsoft
Star Wars: Battlefront,X,2004,Shooter,Activision,1.24,0.45,0,0.07,1.75,80,55,9.1,57,T,Microsoft
Star Wars: Battlefront II,X,2005,Shooter,Activision,1.22,0.39,0,0.06,1.67,83,40,8.9,107,T,Microsoft
007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.51,0.01,0.14,1.48,65,69,7.1,71,T,Microsoft
Diablo III,X360,2013,Role-Playing,Activision,0.9,0.39,0,0.12,1.41,87,42,6.6,384,M,Microsoft
Spider-Man: The Movie,X,2002,Action,Activision,1.07,0.28,0,0.05,1.4,79,29,7.5,11,E,Microsoft
True Crime: Streets of LA,X,2003,Action,Activision,0.96,0.37,0,0.05,1.38,77,39,7.8,28,M,Microsoft
Star Wars Knights of the Old Republic II: The Sith Lords,X,2004,Role-Playing,Activision,0.99,0.33,0,0.05,1.37,86,67,8.6,140,T,Microsoft
Doom 3,X,2005,Shooter,Activision,0.85,0.43,0,0.06,1.34,88,71,7.4,116,M,Microsoft
Overwatch,XOne,2016,Shooter,Activision,0.81,0.4,0,0.12,1.33,91,18,5.6,685,T,Microsoft
Skylanders SWAP Force,X360,2013,Platform,Activision,0.87,0.34,0,0.12,1.33,83,37,5.7,45,E10+,Microsoft
[Prototype],X360,2009,Action,Activision,0.84,0.35,0,0.12,1.31,78,83,7.8,357,M,Microsoft
Skylanders Giants,X360,2012,Action,Activision,0.76,0.44,0,0.11,1.31,80,35,6.6,39,E10+,Microsoft
Tony Hawks Underground,X,2003,Sports,Activision,0.85,0.37,0,0.05,1.27,85,33,9.1,26,T,Microsoft
Star Wars Episode III: Revenge of the Sith,X,2005,Action,Activision,0.82,0.38,0,0.04,1.24,61,44,8.1,54,T,Microsoft
Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1,0.13,0,0.1,1.23,70,59,6.7,48,T,Microsoft
Call of Duty: Finest Hour,X,2004,Shooter,Activision,0.78,0.4,0,0.04,1.21,73,55,7.8,22,T,Microsoft
Destiny: The Taken King,XOne,2015,Shooter,Activision,0.86,0.23,0,0.12,1.2,89,11,5.2,393,T,Microsoft
Guitar Hero 5,X360,2009,Misc,Activision,0.65,0.37,0,0.11,1.13,85,69,6.8,108,T,Microsoft
Call Of Duty 2: Big Red One,X,2005,Shooter,Activision,0.66,0.4,0,0.05,1.12,78,46,5.1,27,T,Microsoft
Spider-Man 2,X,2004,Action,Activision,0.82,0.26,0,0.04,1.12,83,60,8.3,40,T,Microsoft
DJ Hero,X360,2009,Misc,Activision,0.57,0.39,0,0.11,1.07,84,72,8,42,T,Microsoft
LEGO Indiana Jones 2: The Adventure Continues,X360,2009,Action,Activision,0.62,0.31,0,0.09,1.02,71,41,7.4,25,E10+,Microsoft
Skylanders: Spyros Adventure,X360,2011,Action,Activision,0.53,0.34,0,0.1,0.97,78,35,5.2,54,E10+,Microsoft
Tony Hawks Pro Skater 4,X,2002,Sports,Activision,0.59,0.3,0,0.04,0.93,90,25,8.5,21,T,Microsoft
Wipeout: In The Zone,X360,2011,Misc,Activision,0.87,0,0,0.06,0.93,39,5,5.6,8,E10+,Microsoft
Marvel: Ultimate Alliance 2,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,73,75,7.3,83,T,Microsoft
Skylanders: Trap Team,X360,2014,Action,Activision,0.55,0.27,0,0.08,0.9,,,,,E10+,Microsoft
X-Men Legends,X,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9,82,63,8.5,14,T,Microsoft
Guitar Hero: Warriors of Rock,X360,2010,Misc,Activision,0.47,0.31,0,0.08,0.86,72,65,6.5,53,T,Microsoft
DJ Hero 2,X360,2010,Misc,Activision,0.65,0.12,0,0.06,0.83,86,66,7.9,23,T,Microsoft
Guitar Hero: Metallica,X360,2009,Misc,Activision,0.52,0.2,0,0.07,0.8,84,62,8.1,79,T,Microsoft
[Prototype 2],X360,2012,Action,Activision,0.48,0.24,0,0.07,0.79,74,69,7,174,M,Microsoft
Band Hero,X360,2009,Misc,Activision,0.51,0.21,0,0.07,0.79,76,52,5,30,E10+,Microsoft
Tony Hawks Underground 2,X,2004,Sports,Activision,0.48,0.24,0,0.03,0.75,83,55,7.8,12,T,Microsoft
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.24,0,0.06,0.73,,,,,,Microsoft
Doom 3: Resurrection of Evil,X,2005,Shooter,Activision,0.53,0.15,0,0.03,0.71,77,41,7.9,16,M,Microsoft
Star Wars: Obi-Wan,X,2001,Action,Activision,0.52,0.16,0,0.02,0.7,58,28,5.9,14,T,Microsoft
X-Men Origins: Wolverine - Uncaged Edition,X360,2009,Action,Activision,0.42,0.21,0,0.06,0.69,,,,,,Microsoft
Diablo III,XOne,2014,Role-Playing,Activision,0.38,0.24,0,0.06,0.69,,,,,,Microsoft
Shrek the Third,X360,2007,Action,Activision,0.54,0.09,0,0.06,0.69,,,,,,Microsoft
Return to Castle Wolfenstein: Tides of War,X,2003,Shooter,Activision,0.49,0.16,0,0.02,0.67,84,38,8.8,33,M,Microsoft
Star Wars: Republic Commando,X,2005,Shooter,Activision,0.48,0.17,0,0.02,0.67,78,54,8.9,89,T,Microsoft
Tony Hawks Pro Skater 2x,X,2001,Sports,Activision,0.41,0.19,0,0.03,0.63,78,24,8.8,5,T,Microsoft
The Walking Dead: Survival Instinct,X360,2013,Shooter,Activision,0.46,0.11,0,0.05,0.63,32,30,4,412,M,Microsoft
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009,Shooter,Activision,0.34,0.23,0,0.06,0.63,,,,,,Microsoft
Tony Hawks American Wasteland,X,2005,Sports,Activision,0.4,0.2,0,0.03,0.62,77,40,7.7,15,T,Microsoft
Tony Hawk: RIDE,X360,2009,Sports,Activision,0.46,0.1,0,0.05,0.61,46,43,3,67,E10+,Microsoft
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,0.51,0.04,0,0.05,0.6,,,,,,Microsoft
Guitar Hero Live,XOne,2015,Misc,Activision,0.33,0.21,0,0.05,0.6,81,21,5.2,71,T,Microsoft
Blur,X360,2010,Racing,Activision,0.25,0.27,0,0.06,0.59,82,78,8.3,169,E10+,Microsoft
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",X360,2010,Shooter,Activision,0.38,0.15,0,0.05,0.59,,,,,,Microsoft
Wreckless: ThE YaKuza MisSiOns,X,2002,Racing,Activision,0.42,0.11,0.02,0.02,0.57,74,36,5.2,13,T,Microsoft
Spider-Man 3,X360,2007,Platform,Activision,0.49,0.04,0,0.04,0.57,63,61,7,54,T,Microsoft
Tony Hawks Proving Ground,X360,2007,Sports,Activision,0.49,0.02,0,0.04,0.56,72,59,5.4,44,T,Microsoft
Wolfenstein,X360,2009,Shooter,Activision,0.28,0.22,0,0.06,0.56,72,66,7.5,128,M,Microsoft
Tony Hawks Pro Skater 3,X,2002,Sports,Activision,0.34,0.18,0,0.02,0.55,93,22,8.4,17,T,Microsoft
Shrek 2,X,2004,Platform,Activision,0.4,0.13,0,0.02,0.55,72,31,8.4,5,E,Microsoft
Greg Hastings Tournament Paintball,X,2004,Shooter,Activision,0.46,0.06,0,0.02,0.54,74,11,9.2,42,T,Microsoft
Gun,X,2005,Shooter,Activision,0.38,0.12,0,0.02,0.52,79,55,7.8,29,M,Microsoft
Goldeneye 007: Reloaded,X360,2011,Shooter,Activision,0.25,0.2,0,0.05,0.5,72,56,6,96,T,Microsoft
Tony Hawks Project 8,X360,2006,Sports,Activision,0.44,0.02,0,0.04,0.49,81,65,7.6,38,T,Microsoft
Skylanders: SuperChargers,X360,2015,Action,Activision,0.29,0.15,0,0.04,0.48,,,5.4,5,E10+,Microsoft
James Bond 007: Blood Stone,X360,2010,Shooter,Activision,0.2,0.23,0,0.05,0.47,62,66,7.1,63,T,Microsoft
Star Wars Jedi Knight: Jedi Academy,X,2003,Shooter,Activision,0.34,0.1,0,0.02,0.45,76,30,8.7,30,T,Microsoft
Enemy Territory: Quake Wars,X360,2008,Shooter,Activision,0.3,0.11,0,0.04,0.45,69,54,7.3,26,T,Microsoft
X-Men Legends II: Rise of Apocalypse,X,2005,Role-Playing,Activision,0.3,0.12,0,0.02,0.44,84,50,8.7,199,T,Microsoft
Transformers: Fall of Cybertron,X360,2012,Action,Activision,0.28,0.12,0,0.04,0.44,79,52,8.3,160,T,Microsoft
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,0.44,62,49,7.4,368,M,Microsoft
Star Wars: Jedi Starfighter,X,2002,Simulation,Activision,0.35,0.07,0,0.02,0.44,78,22,5.2,5,T,Microsoft
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,0.42,71,56,6,19,T,Microsoft
Spider-Man: Web of Shadows,X360,2008,Action,Activision,0.36,0.02,0,0.03,0.4,68,57,8.6,87,T,Microsoft
Rapala Pro Bass Fishing 2010,X360,2010,Sports,Activision,0.32,0.05,0,0.03,0.4,,,,,E,Microsoft
Ultimate Spider-Man,X,2005,Action,Activision,0.26,0.11,0,0.02,0.39,77,53,7.4,20,T,Microsoft
Skylanders: Trap Team,XOne,2014,Action,Activision,0.28,0.07,0,0.04,0.38,78,22,7.1,15,E10+,Microsoft
Quake 4,X360,2005,Shooter,Activision,0.32,0.02,0,0.03,0.37,75,52,6.7,80,M,Microsoft
Destiny: The Taken King,X360,2015,Shooter,Activision,0.25,0.08,0,0.03,0.36,,,4.4,59,T,Microsoft
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0.08,0,0.03,0.36,76,68,7.6,98,T,Microsoft
Tony Hawks American Wasteland,X360,2005,Sports,Activision,0.28,0.01,0,0.03,0.32,75,43,7.2,21,T,Microsoft
Skylanders SWAP Force,XOne,2013,Platform,Activision,0.23,0.06,0,0.03,0.32,,,5.5,43,E10+,Microsoft
Singularity,X360,2010,Shooter,Activision,0.24,0.05,0,0.02,0.32,76,70,7.7,170,M,Microsoft
Cabelas Dangerous Hunts 2011,X360,2010,Sports,Activision,0.28,0.01,0,0.02,0.32,55,7,,,T,Microsoft
Star Wars Jedi Knight II: Jedi Outcast,X,2002,Shooter,Activision,0.23,0.07,0,0.01,0.31,81,24,6.8,15,T,Microsoft
NASCAR 2011: The Game,X360,2011,Racing,Activision,0.29,0,0,0.02,0.3,62,24,4.1,14,E,Microsoft
Spider-Man: Friend or Foe,X360,2007,Action,Activision,0.26,0.01,0,0.02,0.29,60,51,6.3,26,E10+,Microsoft
Guitar Hero: Van Halen,X360,2009,Misc,Activision,0.16,0.1,0,0.03,0.29,57,34,5.8,17,T,Microsoft
James Bond 007: Legends,X360,2012,Shooter,Activision,0.13,0.13,0,0.03,0.29,,,,,,Microsoft
Street Hoops,X,2002,Sports,Activision,0.21,0.06,0,0.01,0.28,58,22,8,4,T,Microsoft
Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.12,0,0.03,0.28,59,53,6.7,30,T,Microsoft
Cabelas Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0,0.02,0.28,,,,,T,Microsoft
Skylanders: SuperChargers,XOne,2015,Action,Activision,0.2,0.05,0,0.03,0.28,76,15,5.5,17,E10+,Microsoft
Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.1,0,0.02,0.28,59,3,5.6,25,E,Microsoft
Madagascar,X,2005,Platform,Activision,0.21,0.06,0,0.01,0.28,71,28,,,E10+,Microsoft
True Crime: New York City,X,2005,Action,Activision,0.21,0.06,0,0.01,0.28,60,43,7.8,17,M,Microsoft
Gun,X360,2005,Shooter,Activision,0.24,0.01,0,0.02,0.27,75,53,7.5,57,M,Microsoft
Fantastic 4,X,2005,Action,Activision,0.2,0.06,0,0.01,0.27,62,46,6.6,8,T,Microsoft
Wipeout 2,X360,2011,Misc,Activision,0.25,0,0,0.02,0.27,,,,,E10+,Microsoft
Guitar Hero Live,X360,2015,Misc,Activision,0.15,0.09,0,0.02,0.27,,,5.5,19,T,Microsoft
Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.05,0,0.02,0.26,63,13,3.5,27,E,Microsoft
Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.06,0,0.02,0.26,53,10,6.6,10,E,Microsoft
World Series of Poker,X,2005,Misc,Activision,0.19,0.05,0,0.01,0.25,52,14,,,E10+,Microsoft
Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25,62,23,,,E10+,Microsoft
Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25,57,50,6.8,34,T,Microsoft
Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,0.14,0.09,0,0.02,0.25,,,6,4,E,Microsoft
Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25,39,28,5,51,M,Microsoft
Bakugan: Battle Brawlers,X360,2009,Action,Activision,0.2,0.02,0,0.02,0.24,60,16,5.2,9,E,Microsoft
The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.11,0,0.02,0.24,,,,,,Microsoft
X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0,0.02,0.24,47,51,5,72,T,Microsoft
Soldier of Fortune II: Double Helix,X,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,61,26,6.5,13,M,Microsoft
The Amazing Spider-Man 2 (2014),XOne,2014,Action,Activision,0.12,0.08,0,0.02,0.22,,,,,,Microsoft
Big League Sports,X360,2011,Sports,Activision,0.18,0.01,0,0.02,0.21,,,,,E,Microsoft
Tenchu: Return From Darkness,X,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,55,7,6,M,Microsoft
WipeOut 3 The Game,X360,2012,Action,Activision,0.2,0,0,0.02,0.21,,,,,,Microsoft
X2: Wolverines Revenge,X,2003,Platform,Activision,0.15,0.04,0,0.01,0.21,58,27,6.4,9,T,Microsoft
Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.07,0,0.02,0.2,,,6.4,7,E10+,Microsoft
Monster Jam,X360,2007,Racing,Activision,0.18,0,0,0.02,0.2,43,9,6.4,5,E,Microsoft
Mat Hoffmans Pro BMX 2,X,2002,Sports,Activision,0.15,0.04,0,0.01,0.2,75,16,,,T,Microsoft
Shark Tale,X,2004,Action,Activision,0.15,0.04,0,0.01,0.2,67,28,,,E,Microsoft
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,0.18,0,0,0.02,0.2,50,35,5.6,20,M,Microsoft
Destiny: The Collection,XOne,2016,Shooter,Activision,0.1,0.08,0,0.02,0.2,,,6.2,5,T,Microsoft
Cabelas Survival: Shadows of Katmai,X360,2011,Sports,Activision,0.14,0.03,0,0.01,0.18,,,3.5,6,T,Microsoft
Cabelas Big Game Hunter 2005 Adventures,X,2004,Sports,Activision,0.13,0.04,0,0.01,0.18,65,5,8.3,6,T,Microsoft
Van Helsing,X,2007,Action,Activision,0.13,0.04,0,0.01,0.18,63,32,7.6,8,T,Microsoft
Cabelas Big Game Hunter: Hunting Party,X360,2011,Sports,Activision,0.16,0,0,0.02,0.18,,,5,4,,Microsoft
X-Men: The Official Game,X360,2006,Action,Activision,0.16,0,0,0.01,0.17,52,57,6.1,21,T,Microsoft
Bee Movie Game,X360,2007,Action,Activision,0.16,0,0,0.01,0.17,71,25,5.8,13,E,Microsoft
Monsters vs. Aliens,X360,2009,Action,Activision,0.12,0.03,0,0.01,0.17,63,31,6.6,7,E10+,Microsoft
Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0,0,0.01,0.17,,,,,,Microsoft
Skylanders Imaginators,X360,2016,Platform,Activision,0.07,0.08,0,0.01,0.16,,,6.3,4,E10+,Microsoft
Apache: Air Assault,X360,2010,Simulation,Activision,0.12,0.03,0,0.01,0.16,70,26,6.4,31,T,Microsoft
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006,Misc,Activision,0.15,0,0,0.01,0.16,,,,,,Microsoft
Angry Birds Star Wars,XOne,2013,Strategy,Activision,0.11,0.04,0,0.02,0.16,53,4,6.9,63,E,Microsoft
Transformer: Rise of the Dark Spark,X360,2014,Action,Activision,0.09,0.06,0,0.01,0.16,,,,,,Microsoft
Chaotic: Shadow Warriors,X360,2009,Action,Activision,0.14,0,0,0.01,0.16,60,4,5,4,E10+,Microsoft
Skylanders Imaginators,XOne,2016,Platform,Activision,0.09,0.05,0,0.01,0.15,78,14,5.3,9,E10+,Microsoft
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.15,62,10,,,E10+,Microsoft
Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.04,0,0.01,0.14,75,25,7.9,56,T,Microsoft
Deadpool,XOne,2015,Action,Activision,0.1,0.03,0,0.01,0.14,,,5.7,23,M,Microsoft
How to Train Your Dragon,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.14,58,23,7.6,10,E10+,Microsoft
The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.01,0.14,,,,,,Microsoft
Gladius,X,2003,Strategy,Activision,0.1,0.03,0,0,0.14,79,31,8.6,23,T,Microsoft
Blade II,X,2002,Action,Activision,0.1,0.03,0,0,0.13,53,20,4,4,M,Microsoft
History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0,0,0.01,0.13,,,,,,Microsoft
Cabelas Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0,0,0.01,0.13,42,4,,,T,Microsoft
Cabelas Alaskan Adventure,X360,2006,Sports,Activision,0.12,0,0,0.01,0.13,48,11,5.6,17,T,Microsoft
Tony Hawks Pro Skater 5,XOne,2015,Sports,Activision,0.1,0.02,0,0.01,0.13,39,18,2.1,132,T,Microsoft
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01,0.13,60,4,7.2,21,T,Microsoft
SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01,0.12,,,,,,Microsoft
Lemony Snickets A Series of Unfortunate Events,X,2004,Platform,Activision,0.09,0.03,0,0,0.12,70,17,7.2,5,E,Microsoft
Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.02,0,0.01,0.12,68,28,7.5,6,E10+,Microsoft
NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01,0.12,,,,,E,Microsoft
Monster Jam: Path of Destruction,X360,2010,Racing,Activision,0.11,0,0,0.01,0.12,,,5,4,E,Microsoft
Transformer: Rise of the Dark Spark,XOne,2014,Action,Activision,0.07,0.03,0,0.01,0.12,,,,,,Microsoft
Cabelas Deer Hunt 2005 Season,X,2004,Sports,Activision,0.09,0.02,0,0,0.11,59,5,7.5,6,T,Microsoft
Blood Drive,X360,2010,Racing,Activision,0.09,0.01,0,0.01,0.11,40,21,6.5,10,M,Microsoft
Shrek: Forever After,X360,2010,Platform,Activision,0.1,0,0,0.01,0.11,62,22,6.2,9,E10+,Microsoft
Disney's Extreme Skate Adventure,X,2003,Sports,Activision,0.08,0.02,0,0,0.11,76,15,8.3,7,E,Microsoft
X-Men: Next Dimension,X,2002,Fighting,Activision,0.08,0.02,0,0,0.11,56,12,,,T,Microsoft
Pimp My Ride,X360,2006,Racing,Activision,0.1,0,0,0.01,0.11,38,14,3.8,29,T,Microsoft
Cabelas North American Adventures,X360,2010,Sports,Activision,0.1,0,0,0.01,0.11,51,5,9,4,T,Microsoft
Cabelas Dangerous Hunts 2,X,2005,Sports,Activision,0.08,0.02,0,0,0.11,63,4,,,T,Microsoft
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1,72,7,3.4,27,E,Microsoft
Cabelas Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1,,,,,E,Microsoft
X-Men: The Official Game,X,2006,Action,Activision,0.08,0.02,0,0,0.1,53,38,8.1,7,T,Microsoft
Kelly Slaters Pro Surfer,X,2002,Sports,Activision,0.08,0.02,0,0,0.1,80,15,8,5,E,Microsoft
Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1,55,4,,,E,Microsoft
Over the Hedge,X,2006,Platform,Activision,0.07,0.02,0,0,0.1,61,26,,,E10+,Microsoft
MTX Mototrax,X,2004,Racing,Activision,0.07,0.02,0,0,0.1,79,39,,,E,Microsoft
Minority Report: Everybody Runs,X,2002,Action,Activision,0.07,0.02,0,0,0.1,54,18,5,4,T,Microsoft
SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0,0,0.01,0.09,,,3.4,20,E,Microsoft
Shrek SuperSlam,X,2005,Action,Activision,0.07,0.02,0,0,0.09,71,20,9.3,4,E10+,Microsoft
The Voice,X360,2014,Action,Activision,0.08,0,0,0.01,0.09,,,,,,Microsoft
Transformers: Devastation,X360,2015,Action,Activision,0.06,0.01,0,0.01,0.08,,,8.4,25,T,Microsoft
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.01,0.08,74,10,6.7,6,T,Microsoft
Tony Hawks Pro Skater 5,X360,2015,Sports,Activision,0.07,0,0,0.01,0.07,,,2.8,10,T,Microsoft
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016,Action,Activision,0.02,0.04,0,0.01,0.07,,,4.3,16,T,Microsoft
Call of Duty: Modern Warfare Trilogy,X360,2016,Shooter,Activision,0.04,0.03,0,0.01,0.07,,,,,M,Microsoft
Pitfall: The Lost Expedition,X,2004,Platform,Activision,0.05,0.01,0,0,0.07,73,35,7.8,4,E,Microsoft
Generator Rex: Agent of Providence,X360,2011,Action,Activision,0.05,0.01,0,0,0.06,,,4,6,E10+,Microsoft
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0,0,0.06,,,,,E,Microsoft
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.04,0.01,0,0.01,0.06,55,14,5.9,39,T,Microsoft
Call of Duty: The War Collection,X360,2010,Shooter,Activision,0.05,0,0,0,0.06,,,,,M,Microsoft
The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,0.05,0,0,0,0.06,35,11,6.1,21,T,Microsoft
Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,0.05,0,0.01,0.06,,,,,,Microsoft
Ghostbusters (2016),XOne,2016,Action,Activision,0.05,0,0,0.01,0.06,,,,,,Microsoft
Wakeboarding Unleashed Featuring Shaun Murray,X,2003,Sports,Activision,0.04,0.01,0,0,0.05,80,23,8.8,9,E,Microsoft
Rally Fusion: Race of Champions,X,2002,Racing,Activision,0.04,0.01,0,0,0.05,69,16,,,E,Microsoft
SpongeBob SquarePants: Planktons Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0,0.05,,,6.1,13,E10+,Microsoft
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,0.05,41,5,7.2,6,E,Microsoft
Fast & Furious: Showdown,X360,2013,Action,Activision,0,0.03,0,0,0.04,,,,,,Microsoft
Rapala Tournament Fishing!,X360,2006,Sports,Activision,0.03,0,0,0,0.03,41,4,8,6,E,Microsoft
Prototype: Biohazard Bundle,XOne,2016,Action,Activision,0.03,0,0,0,0.03,56,4,3.1,14,M,Microsoft
Cabelas Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,0.02,0,0,0,0.03,,,7.3,4,T,Microsoft
Kings Quest: The Complete Collection,XOne,2016,Adventure,Activision,0.02,0,0,0,0.03,,,,,E10+,Microsoft
Rapala for Kinect,X360,2011,Sports,Activision,0,0.02,0,0,0.02,,,,,E,Microsoft
Kings Quest: The Complete Collection,X360,2016,Adventure,Activision,0.02,0,0,0,0.02,,,,,E10+,Microsoft
The Hustle: Detroit Streets,X,2006,Sports,Activision,0.01,0,0,0,0.02,52,4,,,T,Microsoft
Geometry Wars 3: Dimensions Evolved,XOne,2016,Action,Activision,0.01,0,0,0,0.01,,,,,E,Microsoft
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,X,2005,Adventure,Activision,0.01,0,0,0,0.01,,,,,,Microsoft
The Peanuts Movie: Snoopys Grand Adventure,X360,2015,Action,Activision,0,0.01,0,0,0.01,,,,,E,Microsoft
Teenage Mutant Ninja Turtles: Out of the Shadows,X360,2013,Action,Activision,0,0.01,0,0,0.01,38,28,5.3,173,T,Microsoft
Cabelas Big Game Hunter 2010,X360,2009,Sports,Activision Value,0.25,0,0,0.02,0.27,,,5.6,5,T,Microsoft
Cabelas Outdoor Adventures (2009),X360,2009,Sports,Activision Value,0.23,0,0,0.02,0.24,,,7.8,4,T,Microsoft
Cabelas Deer Hunt: 2004 Season,X,2003,Sports,Activision Value,0.16,0.05,0,0.01,0.21,65,5,8.4,16,T,Microsoft
Cabelas African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.01,0.14,53,4,5,8,T,Microsoft
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01,0.12,44,9,7.3,9,E10+,Microsoft
Monster Garage,X,2004,Strategy,Activision Value,0.05,0.01,0,0,0.06,38,5,,,T,Microsoft
Cabelas Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0,0,0,0.06,51,5,,,T,Microsoft
Secret Service,X360,2008,Action,Activision Value,0.04,0,0,0,0.05,,,5.5,8,T,Microsoft
Cabelas Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0,0.05,39,4,3,4,T,Microsoft
Gal*Gun,X360,2011,Shooter,Alchemist,0,0,0.04,0,0.04,,,,,,Microsoft
No Fate! Only the Power of Will,X360,2010,Adventure,Alchemist,0,0,0.01,0,0.01,,,,,,Microsoft
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,0.04,0,0,0.04,,,,,E,Microsoft
Rugby Challenge 3,XOne,2016,Sports,Alternative Software,0,0.01,0,0,0.01,,,6.6,5,E,Microsoft
Castle of Shikigami III,X360,2007,Shooter,Arc System Works,0,0,0.01,0,0.01,,,,,,Microsoft
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009,Sports,Aspyr,0.15,0,0,0.01,0.16,,,,,,Microsoft
Enter the Matrix,X,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2,65,33,7.1,75,T,Microsoft
